entry,at,order
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (346.18) | #4 ""jesse @ U0pi2C59gl"" (456.04) | #5 ""Spero @ 7PSVHF7rE9"" (211.65) | #8 ""Robert @ w37CveWf41"" (225.67)",2023-03-25T02:26:10.895Z,167971117089501
"-- starting hand #408 (id: g1l0laqdxxny)  (No Limit Texas Hold'em) (dealer: ""Robert @ w37CveWf41"") --",2023-03-25T02:26:10.895Z,167971117089500
"-- ending hand #407 --",2023-03-25T02:26:07.988Z,167971116798802
"""Spero @ 7PSVHF7rE9"" collected 2.75 from pot",2023-03-25T02:26:07.988Z,167971116798801
"Uncalled bet of 3.00 returned to ""Spero @ 7PSVHF7rE9""",2023-03-25T02:26:07.988Z,167971116798800
"""jesse @ U0pi2C59gl"" folds",2023-03-25T02:26:07.105Z,167971116710500
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:26:04.916Z,167971116491600
"""Robert @ w37CveWf41"" folds",2023-03-25T02:26:03.699Z,167971116369900
"""Spero @ 7PSVHF7rE9"" raises to 4.00",2023-03-25T02:26:02.782Z,167971116278200
"""jesse @ U0pi2C59gl"" posts a straddle of 1.00",2023-03-25T02:25:52.280Z,167971115228008
"""Duncan @ ZNWCYkgSaC"" posts a big blind of 0.50",2023-03-25T02:25:52.280Z,167971115228007
"""Robert @ w37CveWf41"" posts a small blind of 0.25",2023-03-25T02:25:52.280Z,167971115228006
"Your hand is 2♥, 9♥",2023-03-25T02:25:52.280Z,167971115228005
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (346.68) | #4 ""jesse @ U0pi2C59gl"" (457.04) | #5 ""Spero @ 7PSVHF7rE9"" (209.90) | #8 ""Robert @ w37CveWf41"" (225.92)",2023-03-25T02:25:52.280Z,167971115228001
"-- starting hand #407 (id: as9v8gdngbkh)  (No Limit Texas Hold'em) (dealer: ""Spero @ 7PSVHF7rE9"") --",2023-03-25T02:25:52.280Z,167971115228000
"-- ending hand #406 --",2023-03-25T02:25:49.377Z,167971114937702
"""jesse @ U0pi2C59gl"" collected 17.49 from pot",2023-03-25T02:25:49.377Z,167971114937701
"Uncalled bet of 8.24 returned to ""jesse @ U0pi2C59gl""",2023-03-25T02:25:49.377Z,167971114937700
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:25:48.515Z,167971114851500
"""jesse @ U0pi2C59gl"" bets 8.24",2023-03-25T02:25:40.442Z,167971114044200
"""Duncan @ ZNWCYkgSaC"" checks",2023-03-25T02:25:34.493Z,167971113449300
"Turn: 10♠, 10♣, 3♦ [5♠]",2023-03-25T02:25:32.359Z,167971113235900
"""Duncan @ ZNWCYkgSaC"" calls 4.37",2023-03-25T02:25:31.520Z,167971113152000
"""jesse @ U0pi2C59gl"" bets 4.37",2023-03-25T02:25:23.545Z,167971112354500
